,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerName,StreetNumber,StreetName,Zip,DOB,Savings,Checkings,CreditCard,Pin
217,217,217,217,217,217,217,217,217,Alain Shilleto,2,Rutledge,,1508194013000,24815.19,85160.66,5108757045577181,6879
218,218,218,218,218,218,218,218,218,Nani Deehan,67617,Westport,16130,774124880000,96856.44,73098.11,5048373162397214,3202
219,219,219,219,219,219,219,219,219,Harlen Louca,1216,Norway Maple,39100-000,-230827275000,40265.74,56888.7,5048371583226848,2716
220,220,220,220,220,220,220,220,220,Kial Thacker,77,8th,3270,-292153448000,23052.54,29537.76,5108753683261220,6155
221,221,221,221,221,221,221,221,221,Ruby Downton,7344,Claremont,75500-000,10253709000,33837.33,27741.63,5048375553398131,6301
222,222,222,222,222,222,222,222,222,Odille Lindstrom,34,Nevada,,248118766000,49205.73,31923.29,5108759402132477,9601
223,223,223,223,223,223,223,223,223,Cart Kattenhorn,88844,Macpherson,,647838965000,58040.96,99283.71,5048370894382803,2685
224,224,224,224,224,224,224,224,224,Reggie Sine,3404,Cascade,31119,417997765000,93273.74,35527.46,5048376289398205,4822
225,225,225,225,225,225,225,225,225,Savina Tenniswood,289,Lunder,32-503,1081770541000,14844.24,64069.3,5048372653878450,8365
226,226,226,226,226,226,226,226,226,Fiona Triswell,406,Leroy,,512337263000,79741.9,58999.22,5048373172622890,5428
227,227,227,227,227,227,227,227,227,Randolph Pike,4,Bobwhite,257 22,925792305000,40898.55,2115.09,5108750853891364,6313
228,228,228,228,228,228,228,228,228,Pauli D'Angeli,29,Londonderry,,853100949000,55379.66,17468.45,5108755621027951,7743
229,229,229,229,229,229,229,229,229,Zabrina Peevor,4,Meadow Vale,,-343813731000,74960.86,60996.46,5108752962120404,6352
230,230,230,230,230,230,230,230,230,Berton Nazer,546,Fallview,27260,814681993000,20175.65,80353.61,5108756452146480,8102
231,231,231,231,231,231,231,231,231,Jourdan Doyle,807,Messerschmidt,,57190658000,54200.84,69874.15,5048370363096314,2842
232,232,232,232,232,232,232,232,232,Lind Witz,9242,Walton,791 26,-408067714000,56422.33,22872.07,5108750861079218,4911
233,233,233,233,233,233,233,233,233,Martie Locker,0,Ryan,60160,429022672000,95297.51,47764.12,5048379767634018,9163
234,234,234,234,234,234,234,234,234,Peggi Canas,5745,Sullivan,,1040562764000,25943.73,91341.06,5108755353131773,8145
235,235,235,235,235,235,235,235,235,Krystyna Bagenal,9049,Buell,,1464164279000,29812.49,56368.94,5108750992645770,9241
236,236,236,236,236,236,236,236,236,Adler Vamplew,8983,Buena Vista,,84414291000,26629.9,21402.8,5048372531893234,7943
237,237,237,237,237,237,237,237,237,Yardley Gronous,9867,Straubel,674250,211172349000,46933.63,23780.82,5048379187158044,5833
238,238,238,238,238,238,238,238,238,Nissa Bonhomme,942,Gerald,,1512985688000,97851.28,58968.22,5108751936989175,5195
239,239,239,239,239,239,239,239,239,Phineas MacIlriach,8499,Hansons,,80773525000,62995.03,17218.07,5108759110608123,6039
240,240,240,240,240,240,240,240,240,Tracey Bessey,72,Reindahl,,1227875211000,45618.72,79491.85,5048371308150976,3060
241,241,241,241,241,241,241,241,241,Gerrilee McCoid,38860,Granby,6714,1507634526000,10802.68,59196.51,5048373345283661,2889
242,242,242,242,242,242,242,242,242,Ebonee Rosenthal,20,Esker,,1616036237000,41686.5,82452.13,5108752372397089,2082
243,243,243,243,243,243,243,243,243,Katine Crolla,99041,Novick,2390,510348174000,40330.02,94954.11,5108756872847147,2373
244,244,244,244,244,244,244,244,244,Rosemaria Payn,0,Dawn,11009,548010666000,87605.6,39957.27,5048376898662371,8393
245,245,245,245,245,245,245,245,245,Nolan Aindriu,2,Mitchell,,1195981651000,49528.7,62076.12,5048375774682297,6560
246,246,246,246,246,246,246,246,246,Sue Snaith,66,Sycamore,,-346463324000,7307.81,32781.89,5048370760671339,9207
247,247,247,247,247,247,247,247,247,Celestine Barock,73,3rd,,1621707428000,82263.52,39025.83,5108759399468256,8215
248,248,248,248,248,248,248,248,248,Robby Alvar,26799,Veith,34-232,-204133308000,55327.68,95919.32,5048379507591890,7588
249,249,249,249,249,249,249,249,249,Lyndel Pharrow,1795,Graceland,,35510939000,86347.73,39358.3,5048376143975867,3468
250,250,250,250,250,250,250,250,250,Hunt Stang-Gjertsen,4471,Sachtjen,141662,654684814000,2862.21,68209.2,5048373673113217,8848
251,251,251,251,251,251,251,251,251,Erminie Gonthard,88395,Red Cloud,79260-000,159970691000,56295.01,80293.78,5108754448229957,3756
252,252,252,252,252,252,252,252,252,Giorgio Creenan,65292,Sycamore,54015,-6646573000,3533.62,86169.57,5108754843000656,3041
253,253,253,253,253,253,253,253,253,Priscella Alibone,5648,Dunning,,1071421047000,84983.15,73044.28,5108750361992571,3864
254,254,254,254,254,254,254,254,254,Jemimah Weblin,5,Spenser,,-17033616000,48791.92,24678.96,5108758653208788,2208
255,255,255,255,255,255,255,255,255,Aluino Geydon,239,Saint Paul,,407332466000,11094.41,13879.33,5108755379458218,2562
256,256,256,256,256,256,256,256,256,Selig Antonat,96528,Clove,44302 CEDEX 3,786993064000,50862.01,80241.55,5048379977165647,2580
257,257,257,257,257,257,257,257,257,Imojean Ringham,76,Shelley,241904,139918322000,98805.44,38632.97,5048379861060656,8339
258,258,258,258,258,258,258,258,258,Bret Maccraw,18,Ludington,5284,168577435000,68993.3,70494.97,5108759474272102,1612
259,259,259,259,259,259,259,259,259,Yance Elleyne,85572,Alpine,62130,109978723000,10629.85,25928.71,5108755077888153,4850
260,260,260,260,260,260,260,260,260,Corenda Morley,4,Hazelcrest,,190331447000,221.67,65348.82,5048379989076717,1358
261,261,261,261,261,261,261,261,261,Adria Ormrod,5,Vidon,,716064763000,39752.08,74704.4,5108759789884252,7396
262,262,262,262,262,262,262,262,262,Parke Seniour,1,Pine View,,-73782209000,87831.46,75071.48,5048379193188548,2725
263,263,263,263,263,263,263,263,263,Eleanore Brummitt,650,Morning,88300-000,1328053850000,55891.33,20801.13,5108752939381303,1773
264,264,264,264,264,264,264,264,264,Yankee Caldicot,73,Delaware,,-267711352000,4435.87,42905.01,5108752074702677,1183
265,265,265,265,265,265,265,265,265,Baillie Burris,88,Forest Dale,6332,295613074000,41706.68,75224.05,5108757244490350,6195
266,266,266,266,266,266,266,266,266,Christoph Rampton,299,Mayer,3260,-210219736000,49432.93,83781.22,5108751635455247,7906
267,267,267,267,267,267,267,267,267,Levi Lurriman,6360,Lerdahl,,457712098000,55422.06,94250.81,5048375494007619,9685
268,268,268,268,268,268,268,268,268,Florri Starten,9,Derek,,288024881000,4803.69,79411.69,5108752099616555,7992
269,269,269,269,269,269,269,269,269,Rayna Petroff,2,Morrow,97600,-228918545000,66605.79,11782.04,5108757123978368,6755
270,270,270,270,270,270,270,270,270,Kissie Doumic,4,Gulseth,30130,1279647938000,55242.15,55737.48,5108757971460360,1361
271,271,271,271,271,271,271,271,271,Brandon Leele,35465,Rowland,,494809544000,55578.37,50986.34,5108758605331852,2623
272,272,272,272,272,272,272,272,272,Ed Haskett,56456,Novick,392 30,1305520134000,56399.04,42245.96,5108756379855106,2503
273,273,273,273,273,273,273,273,273,Vallie Schusterl,5221,Debra,68420-000,-102934051000,78265.15,32300.79,5048374258207705,4518
274,274,274,274,274,274,274,274,274,Grace Waudby,21,Amoth,,251053106000,27236.87,5985.94,5108754174950420,9245
275,275,275,275,275,275,275,275,275,Jethro Wais,49,Hudson,,-465001637000,92253.6,54884.19,5048370265633982,7031
276,276,276,276,276,276,276,276,276,Sydelle Wynn,588,Debs,,-428209436000,91031.59,60499.31,5048370040182214,4561
277,277,277,277,277,277,277,277,277,Val Norsworthy,14571,Spohn,29100-000,900109214000,10059.78,17966.87,5108755289464231,3471
278,278,278,278,278,278,278,278,278,Hanna Kubiak,5942,Randy,,-581043943000,78415.98,11798.84,5108750586360158,5002
279,279,279,279,279,279,279,279,279,Barthel Stuck,1993,Amoth,85877-000,1028571264000,69546.65,2739.84,5048376849274813,9625
280,280,280,280,280,280,280,280,280,Haily Tidd,12,Sunnyside,,686588234000,5516.28,64540.69,5108751341977161,7919
281,281,281,281,281,281,281,281,281,Edgardo Orwin,63336,Blue Bill Park,MD-5840,1577592775000,92184.57,35637.23,5108751475415574,4380
282,282,282,282,282,282,282,282,282,Michaella Burnham,0,Holy Cross,4274,883092301000,12317.97,16436.51,5048374703476129,4253
283,283,283,283,283,283,283,283,283,Graig Stigell,260,Corben,,949209760000,74024.56,1527.78,5048375949592223,3919
284,284,284,284,284,284,284,284,284,James Ceschi,29,Miller,,-16443086000,4484.22,90801.11,5048379658244257,1951
285,285,285,285,285,285,285,285,285,Dunn Presswell,93,Anniversary,,1611748514000,12920.63,88857.99,5108759321768070,3597
286,286,286,286,286,286,286,286,286,Camile Mc Combe,4,Hanson,,1341468702000,55808.95,99381.8,5108754186502839,8241
287,287,287,287,287,287,287,287,287,Moishe Budgen,963,Ryan,,-433448674000,42216.85,38361.41,5108759400960531,6347
288,288,288,288,288,288,288,288,288,Paolina Deave,609,Upham,,1166130027000,13870.47,47920.28,5108753646218697,8169
289,289,289,289,289,289,289,289,289,Rodolfo Nealand,1124,Village Green,,290325890000,45260.74,57182.41,5108758404425558,6921
290,290,290,290,290,290,290,290,290,Lazarus Giraudo,51,Vahlen,,737888664000,52394.0,22119.07,5108759520513087,2081
291,291,291,291,291,291,291,291,291,Chicky Dobbing,65,Calypso,,409756283000,32427.62,74067.06,5108758465023409,2292
292,292,292,292,292,292,292,292,292,Gran Elmhurst,91129,Banding,05-092,-82963685000,36547.74,67855.94,5048372659568089,4061
293,293,293,293,293,293,293,293,293,Killian Suscens,32,Trailsway,412478,824850763000,6076.96,72052.81,5048375918888487,4986
294,294,294,294,294,294,294,294,294,Arther Spavon,1,Maple,07-407,392227804000,84503.92,62110.76,5108752601361419,2560
295,295,295,295,295,295,295,295,295,Linnet Linner,94929,Summerview,,-424180161000,35353.39,35734.75,5108753671120800,8390
296,296,296,296,296,296,296,296,296,Nissie Quelch,27192,Kensington,1814,673323009000,77306.0,30015.04,5048370063545917,2037
297,297,297,297,297,297,297,297,297,Dominick Dayly,478,Logan,5470-206,-170387627000,63336.83,82753.34,5048371271371302,5375
298,298,298,298,298,298,298,298,298,Orelle Persehouse,1,Raven,142720,1484321980000,43546.28,28404.86,5048373968846927,6311
299,299,299,299,299,299,299,299,299,Annalee Klyner,7740,Lillian,739 39,-364783163000,9334.32,29989.62,5108756240604808,3940
300,300,300,300,300,300,300,300,300,Riccardo Danahar,76,Del Sol,,-326920936000,6068.63,19244.72,5108753959518170,6533
301,301,301,301,301,301,301,301,301,Modesta Kusick,34,Lien,,-293644788000,18742.99,76483.45,5048379380172370,9900
302,302,302,302,302,302,302,302,302,Klarika Milleton,8424,Hoepker,,839440707000,51772.13,32377.48,5048376600601790,2779
303,303,303,303,303,303,303,303,303,Forester Surr,78008,Bellgrove,32-020,1110387740000,95999.74,71643.91,5048376631831093,5939
304,304,304,304,304,304,304,304,304,Melamie Dales,48,Claremont,1495-048,1115605646000,19836.26,99289.46,5048373221710084,2016
305,305,305,305,305,305,305,305,305,Sigrid Blackley,6,Armistice,92545 CEDEX,306051117000,15226.22,73183.45,5108754991074628,6830
306,306,306,306,306,306,306,306,306,Birdie Walstow,728,Little Fleur,,544506535000,73647.51,18191.17,5108751925363341,5501
307,307,307,307,307,307,307,307,307,Donny Bazoge,4012,Main,855058,1007958030000,13028.87,63802.04,5108757195860213,4478
308,308,308,308,308,308,308,308,308,Finn Offiler,5,Esker,,1629027395000,90543.17,77423.47,5048376626135831,2326
309,309,309,309,309,309,309,309,309,Philippe Voyce,54,Loeprich,70000,101959845000,77896.83,35682.32,5108754531469288,2958
310,310,310,310,310,310,310,310,310,Ainslie Balchin,2207,Morningstar,,111684657000,13245.09,37085.22,5048378093192055,6283
311,311,311,311,311,311,311,311,311,Valentina Haseldine,4479,Sloan,,648551819000,43928.11,86770.39,5048372115015196,2125
312,312,312,312,312,312,312,312,312,Harlin Lehr,76681,Thierer,,157414576000,67997.56,34194.39,5048370651396343,5050
313,313,313,313,313,313,313,313,313,Bran Ridgedell,6,Vidon,87-721,1022297409000,94469.63,84505.95,5108757721484389,7151
314,314,314,314,314,314,314,314,314,Park Childes,13797,Clove,,126493731000,45501.2,53138.54,5108753615700832,8829
315,315,315,315,315,315,315,315,315,Emmott Strode,445,Randy,,-78969928000,68245.52,17006.7,5048377010164361,9478
316,316,316,316,316,316,316,316,316,Mame Davidovits,0,3rd,,562501423000,32541.34,78827.15,5048377089572346,3947
317,317,317,317,317,317,317,317,317,Ginevra Farnes,6,Havey,22820,-198066511000,7861.64,27325.55,5048378213703831,1759
318,318,318,318,318,318,318,318,318,Jaquelyn Giffen,94,Hanson,,217455900000,60941.72,4132.98,5048378661640121,3731
319,319,319,319,319,319,319,319,319,Genni Chaffer,4,Grim,,1401492349000,40493.53,31825.29,5108756617831422,4016
320,320,320,320,320,320,320,320,320,Mozelle Thurby,0,Kropf,,852793254000,4117.1,43511.98,5108753137489450,5941
321,321,321,321,321,321,321,321,321,Kelbee Buckwell,7497,Tennyson,,805217577000,11409.82,19312.9,5048371638812048,8359
322,322,322,322,322,322,322,322,322,Hugibert Elphee,334,Sundown,3702,-239029575000,29709.51,45130.18,5048374676948385,3346
323,323,323,323,323,323,323,323,323,Michell Pogosian,1670,Bunting,142717,1168943890000,48125.4,16690.64,5108759635762041,4133
324,324,324,324,324,324,324,324,324,Bing Brimblecombe,91671,Iowa,,480282537000,8764.38,10734.32,5048372618041376,5714
325,325,325,325,325,325,325,325,325,Marta Dower,4,Red Cloud,,-255522913000,52477.47,49953.77,5108755344028856,2478
326,326,326,326,326,326,326,326,326,Prudi Fiddler,62948,Kropf,,1036728601000,12195.57,4502.48,5048374116710635,5184
327,327,327,327,327,327,327,327,327,Kirstyn Juden,34741,Lakeland,,1552922617000,63941.92,40522.19,5108750546636416,3049
328,328,328,328,328,328,328,328,328,Hardy McIlreavy,38,Canary,,-434267954000,65889.02,74196.87,5048376822976152,7245
329,329,329,329,329,329,329,329,329,Mitchael Connachan,3564,Prairieview,,647357383000,44158.03,45175.13,5048370707836797,7537
330,330,330,330,330,330,330,330,330,Sly Learned,54339,Oneill,J3T,1586779623000,55783.46,79977.6,5048373185193426,4106
331,331,331,331,331,331,331,331,331,Therese Duffell,9,Gulseth,44320,1516479800000,67450.4,56201.8,5048379016454051,4339
332,332,332,332,332,332,332,332,332,Doug Downing,300,American Ash,,1030617375000,22368.53,75229.19,5048377618263128,2820
333,333,333,333,333,333,333,333,333,Leigh Redmond,24348,Muir,,-100287627000,49617.02,24243.89,5048370397010265,4311
334,334,334,334,334,334,334,334,334,Dredi Eassom,83,Arkansas,,958291932000,35430.73,93026.41,5108756500902173,5134
335,335,335,335,335,335,335,335,335,Evelin Surgen,6,Onsgard,,-514978463000,28519.51,1415.89,5048374686163280,7027
336,336,336,336,336,336,336,336,336,Wash Posvner,92865,Pennsylvania,69265 CEDEX 09,-203314079000,44657.91,19558.87,5048372433315419,8965
337,337,337,337,337,337,337,337,337,Vilhelmina Mohring,319,Kensington,,1061098213000,71788.61,65233.1,5048378487355995,3147
338,338,338,338,338,338,338,338,338,Rosabella Finlater,488,Hanson,96910,-559546126000,21364.71,22495.82,5048371925296335,1563
339,339,339,339,339,339,339,339,339,Chic Tremellan,14,Mayfield,,-116536054000,48934.78,35952.12,5048377975409181,4762
340,340,340,340,340,340,340,340,340,Misti Leyre,59886,Raven,,1135454101000,92862.21,29005.65,5048375643572497,9399
341,341,341,341,341,341,341,341,341,Molli Drewes,5811,Hoffman,06550-000,690337584000,10256.23,68295.92,5108751412124396,5454
342,342,342,342,342,342,342,342,342,Anthiathia Bodesson,3023,Norway Maple,,1354473225000,36746.45,60917.63,5048371081896381,4302
343,343,343,343,343,343,343,343,343,Elvera Morshead,5,Lillian,,1092465237000,8212.88,77802.62,5108754835637978,4324
344,344,344,344,344,344,344,344,344,Terrye Audley,42,Stephen,,868941594000,69668.23,55210.36,5048379004161189,9709
345,345,345,345,345,345,345,345,345,Carlee Raistrick,81,Buhler,,1372684180000,96139.43,33361.48,5108755160076039,8634
346,346,346,346,346,346,346,346,346,Garrott Sherred,104,Rigney,,-159790044000,34829.92,22022.3,5048376941271212,9849
347,347,347,347,347,347,347,347,347,Coriss Manlow,54734,Thierer,,1397584825000,26894.21,26643.28,5048371649524996,5840
348,348,348,348,348,348,348,348,348,Tybi Ashton,59,Melrose,,970372452000,1557.98,13876.4,5108750087186706,1061
349,349,349,349,349,349,349,349,349,Leah Ridd,8061,Main,,1213390194000,37429.86,41607.08,5048373575464627,8929
350,350,350,350,350,350,350,350,350,Biron Kear,1831,Little Fleur,709-4306,1387792743000,46755.17,3331.91,5108752628063683,8581
351,351,351,351,351,351,351,351,351,Lisabeth Pagden,6489,Blue Bill Park,5420,1320940754000,2963.86,29389.77,5108759110502144,8903
352,352,352,352,352,352,352,352,352,Marcelline Skellern,34,Huxley,0031,170704418000,33353.37,53676.03,5108750102933421,8281
353,353,353,353,353,353,353,353,353,Skelly De Courtney,988,Crownhardt,,1359941211000,34124.33,17907.72,5108759500367470,1280
354,354,354,354,354,354,354,354,354,Van Chieco,853,Center,,1185492378000,55223.81,67750.24,5048375756657275,6433
355,355,355,355,355,355,355,355,355,Frances Mealiffe,6,Lunder,,166130966000,96183.38,94430.16,5048377327100058,3628
356,356,356,356,356,356,356,356,356,Noell Beaulieu,1,Bluejay,,287772288000,76155.55,91373.49,5108756309881834,6761
357,357,357,357,357,357,357,357,357,Tildie Alekhov,4,Portage,,-33186625000,29729.91,86122.79,5048379553661472,8086
358,358,358,358,358,358,358,358,358,Calv Mathan,4530,Hollow Ridge,,1487015670000,73005.17,82039.6,5108750187229380,9433
359,359,359,359,359,359,359,359,359,Dinny Vigar,608,Judy,852058,1462844429000,68688.62,33334.34,5048374215123102,1690
360,360,360,360,360,360,360,360,360,Evan Swigg,36,Straubel,,-150941483000,39152.61,45665.57,5048370002964245,7603
361,361,361,361,361,361,361,361,361,Kennett Mizzi,0,Grover,,241670163000,20921.32,48182.28,5108750463263640,6459
362,362,362,362,362,362,362,362,362,Catina Grigor,338,Ludington,,568766077000,54642.59,47827.18,5048376998451345,2442
363,363,363,363,363,363,363,363,363,Bernadene Foxall,72,Village,77554 CEDEX,-475105572000,41639.67,76369.86,5048379295176383,5560
364,364,364,364,364,364,364,364,364,Julian Ipsgrave,68939,Straubel,2599,537451771000,79284.29,69450.01,5108757927385232,8847
365,365,365,365,365,365,365,365,365,Denys Beauchamp,5,Bellgrove,,847415645000,94540.82,36999.51,5048376868214914,2230
366,366,366,366,366,366,366,366,366,Bernelle Gylle,881,Stuart,9600,-108118579000,73250.79,61990.93,5108754833830773,6756
367,367,367,367,367,367,367,367,367,Morna Nozzolii,34,Walton,69300-000,-520164297000,11526.04,985.83,5108751015336272,5993
368,368,368,368,368,368,368,368,368,Meghann Lindgren,791,Kenwood,,214687957000,4238.29,80762.15,5048376210766041,2673
369,369,369,369,369,369,369,369,369,Adora Royden,95938,Melody,,714750977000,56982.59,91014.28,5048379795199356,5323
370,370,370,370,370,370,370,370,370,Elsworth Kohrsen,582,Thompson,,1585802432000,9722.9,24039.0,5108756881460882,4426
371,371,371,371,371,371,371,371,371,Lindsay Kornousek,859,Fairview,33499,1281442582000,26677.18,80460.13,5108752648273791,8640
372,372,372,372,372,372,372,372,372,Dexter Stodart,1424,Aberg,155334,1182663356000,83297.66,43229.3,5048373958564936,5836
373,373,373,373,373,373,373,373,373,Shanie Dami,8,Packers,8420,562054663000,687.16,26100.91,5048374959600117,6827
374,374,374,374,374,374,374,374,374,Shaw MacRory,852,Merrick,,1430832249000,40387.42,44353.99,5048373539259402,5377
375,375,375,375,375,375,375,375,375,Cole Bransdon,29,Transport,J6W,1114859862000,3652.29,47500.33,5048377374232671,3938
376,376,376,376,376,376,376,376,376,Raine Doers,21,Bellgrove,,511524445000,35185.25,29504.46,5108758023036505,6606
377,377,377,377,377,377,377,377,377,Raymund Crippes,985,Delladonna,7023,27628440000,27506.08,96699.26,5108757443207803,7247
378,378,378,378,378,378,378,378,378,Moreen Renachowski,3,Eastlawn,,281433238000,63094.21,10237.39,5108754072908793,4427
379,379,379,379,379,379,379,379,379,Kimble Grodden,95,Di Loreto,,-354246932000,18913.8,70533.75,5108751457161154,4645
380,380,380,380,380,380,380,380,380,Vina Tall,47,Lyons,6612,273137096000,41861.24,59270.52,5108758320566188,3961
381,381,381,381,381,381,381,381,381,Kora Kondratenko,6793,Jackson,,1364519166000,98833.42,21508.7,5048371245702103,6139
382,382,382,382,382,382,382,382,382,Pearline Khilkov,246,Nobel,923 24,-506310030000,33202.8,65956.6,5048370061839023,2333
383,383,383,383,383,383,383,383,383,Elianora Buckhurst,140,Corry,,398713468000,79980.66,98380.67,5108751261537045,8771
384,384,384,384,384,384,384,384,384,Rurik Bernaciak,82947,Cody,,1099159150000,4371.29,5280.05,5108754709659983,1609
385,385,385,385,385,385,385,385,385,Rodolfo Beresfore,24797,New Castle,,52246529000,55511.83,59118.12,5108758236233261,4554
386,386,386,386,386,386,386,386,386,Wilie Edgcombe,31,Toban,,830149825000,48916.39,31387.75,5108756039826505,8823
387,387,387,387,387,387,387,387,387,Ellissa Crabtree,950,Menomonie,,-233434803000,14574.34,78946.59,5108752642570325,4805
388,388,388,388,388,388,388,388,388,Clarice Rickardes,38,Northfield,95-010,413853027000,46637.9,78330.66,5048378527263670,8367
389,389,389,389,389,389,389,389,389,Gabbie Alchin,2,Fairfield,89862-000,12375007000,85827.29,47932.76,5048377057507597,7648
390,390,390,390,390,390,390,390,390,Selby Faro,70,Main,J6V,937415980000,64571.71,7445.44,5108759136218329,9620
391,391,391,391,391,391,391,391,391,Ariana Pesic,11116,Cottonwood,,485837724000,66154.19,88799.2,5108759286474730,2220
392,392,392,392,392,392,392,392,392,Dionysus Perree,7222,Arrowood,,1482691608000,29852.37,57146.24,5048379520841579,5796
393,393,393,393,393,393,393,393,393,Christel Guirardin,70,Orin,2971,1309976403000,48007.65,97746.23,5108750682562434,1007
394,394,394,394,394,394,394,394,394,Vernor Harcus,1,West,M34,1566374637000,24351.79,60523.95,5108753162922268,1814
395,395,395,395,395,395,395,395,395,Nance Athey,310,Bobwhite,052038,962883311000,16428.8,3389.04,5108755537520099,9615
396,396,396,396,396,396,396,396,396,Estell Atton,1573,Mayfield,,-47369848000,57590.53,57520.88,5048379356317900,1774
397,397,397,397,397,397,397,397,397,Winfield Nijs,38,Helena,2425-823,-328686712000,18776.51,14349.53,5048372270869452,8798
398,398,398,398,398,398,398,398,398,Elene Dougal,84001,Kings,,1510237129000,89661.48,84172.57,5048375727095738,8705
399,399,399,399,399,399,399,399,399,Mickey Pasfield,667,Reindahl,94250,-484782799000,90127.74,2245.19,5048378630701848,5300
400,400,400,400,400,400,400,400,400,Kassie Edlyn,969,Crescent Oaks,,1276123318000,24249.56,91143.64,5108753570707186,3530
401,401,401,401,401,401,401,401,401,Betsey Philo,59,Dovetail,5406,483987904000,7459.65,11745.5,5048371612387652,2387
402,402,402,402,402,402,402,402,402,Chrysler Arkell,8048,Amoth,,268243706000,14546.37,62056.48,5048373507429631,3063
403,403,403,403,403,403,403,403,403,Winn Ethridge,7,Kenwood,94264 CEDEX,143118592000,85364.1,72944.77,5108758145400936,4395
404,404,404,404,404,404,404,404,404,Olivia Sambidge,6,Norway Maple,,452870368000,64402.22,90907.65,5048379345752423,2516
405,405,405,405,405,405,405,405,405,Titus de Savery,70920,Grover,,1188705450000,96557.79,11781.15,5048373799968981,7153
406,406,406,406,406,406,406,406,406,Luz Cawthra,51117,Vera,184421,1075045113000,89418.34,78575.61,5048374667624722,5384
407,407,407,407,407,407,407,407,407,Peri McGibbon,99,Scofield,4715-529,1566895878000,52474.96,44144.46,5048374397702335,7969
408,408,408,408,408,408,408,408,408,Elsa McMychem,22193,Farwell,G5B,1334324273000,51103.22,24573.88,5048377592514421,7549
409,409,409,409,409,409,409,409,409,Boy Glanton,29,Red Cloud,,-568403083000,89840.63,4763.91,5108757803743827,7791
410,410,410,410,410,410,410,410,410,Shae Meneyer,343,Sage,,13569887000,58359.91,96758.29,5108754899495891,4386
411,411,411,411,411,411,411,411,411,Arabele Janczyk,8,Springs,,705134731000,11936.38,12146.59,5108752667919217,2259
412,412,412,412,412,412,412,412,412,Gerald Hawksby,5098,Holy Cross,,479397144000,86317.67,1935.21,5048374333287318,3368
413,413,413,413,413,413,413,413,413,Appolonia Guthrie,7,Village,05-270,327482166000,3901.98,78541.29,5108751535536559,3703
414,414,414,414,414,414,414,414,414,Daryl Coslett,90557,Farmco,,990349457000,78895.87,55555.11,5048372238822320,8542
415,415,415,415,415,415,415,415,415,Gabbi Warrior,6,Donald,593 01,-34454000000,50145.68,42714.58,5048376846393467,4230
416,416,416,416,416,416,416,416,416,Travers Rosendorf,7,Summit,,-611000201000,21202.57,54912.29,5108750723164406,4494
417,417,417,417,417,417,417,417,417,Drona Roebuck,76910,Shoshone,93380,118934144000,1239.51,10038.27,5048374419241676,5572
418,418,418,418,418,418,418,418,418,Antonius Bolingbroke,30,Anhalt,0512,388940068000,90372.69,2044.26,5048376906605354,4973
419,419,419,419,419,419,419,419,419,Sari Trimble,98658,Stang,,-611132195000,85919.74,33939.52,5048373446481511,8834
420,420,420,420,420,420,420,420,420,Grissel Handke,5,Blaine,347395,475487039000,99689.43,65494.19,5048370562070136,6821
421,421,421,421,421,421,421,421,421,Rickard Heard,48,Forest Run,96450-000,861538204000,35315.82,20506.21,5048379038519675,1188
422,422,422,422,422,422,422,422,422,Allen Gregoraci,215,Crescent Oaks,2283,1093656027000,8138.68,42902.09,5048379485279534,9226
423,423,423,423,423,423,423,423,423,Porter Slite,56,Farwell,,-173287916000,78281.83,11999.79,5108751703576056,9060
424,424,424,424,424,424,424,424,424,Lenee Dorsey,7342,Eagle Crest,259-0318,672080883000,72165.98,10150.15,5108750083688705,2629
425,425,425,425,425,425,425,425,425,Rainer Eveque,81381,Hanson,8410,-115762212000,76552.88,72163.3,5108753591801877,3823
426,426,426,426,426,426,426,426,426,Karlee Vallow,558,Hanson,,1402698762000,69868.15,68561.17,5108750353126576,8997
427,427,427,427,427,427,427,427,427,Carver Mattheeuw,9,Superior,733558,553369912000,16395.98,81814.56,5108758149247853,9318
428,428,428,428,428,428,428,428,428,Hazel Linkie,17625,Main,,1540132062000,43669.26,46143.55,5108752782587725,1578
429,429,429,429,429,429,429,429,429,Charlot Kadd,4745,Muir,142507,-399548449000,12931.16,95110.22,5048373736530316,3084
430,430,430,430,430,430,430,430,430,Dru Maylam,63927,Loftsgordon,,7668424000,65695.48,56624.06,5108754812878470,8721
431,431,431,431,431,431,431,431,431,Beryle Runham,2,Bowman,,891169091000,29045.29,46107.17,5048379270383467,8210
432,432,432,432,432,432,432,432,432,Dulciana Bayley,5,Dakota,09-142,-12481589000,19317.55,39937.0,5108755768021221,9638
433,433,433,433,433,433,433,433,433,Bernie Milberry,961,Red Cloud,,-64642416000,57660.96,36207.01,5108755975323956,1080
434,434,434,434,434,434,434,434,434,Jean Berzins,70746,Thompson,,357373553000,89839.83,43897.42,5048372249983525,8635
435,435,435,435,435,435,435,435,435,Devlen Jacobsen,6,Little Fleur,,1085775270000,65653.58,92097.61,5108750671148054,7950
436,436,436,436,436,436,436,436,436,Udell Gaynsford,66,Mayfield,,1135714450000,29007.65,68524.84,5048375240812536,7851
437,437,437,437,437,437,437,437,437,Maxy McClymont,4,Oxford,,913757479000,53011.46,67334.36,5048372987240443,5246
